ID,Since,Last tweeted at,Tweets,Favorites,Listed,Following,Followers,Screen name,Name,Verified,Protected,Bio,Status,Location,URL
44934059,2009-06-05 16:43:11 +0000,2010-09-01 19:34:11 +0000,570,0,15,1891,1636,LemonadeDaySF,Lemonade Day SF,false,false,We need your help! Want to get involved in Lemonade Day San Francisco? Contact us mystory@lemonadeday.org!,RT @WHERESF: Admittance is free today @exploratorium. Amazing+wacky+unbelievable science & art. Curious? http://bit.ly/aySFGl,"San Francisco, CA",http://sanfrancisco.lemonadeday.org
18621686,2009-01-05 03:14:29 +0000,2013-12-06 18:16:12 +0000,1111,1,220,27614,23430,LeRey,Sandy Rodriguez,false,false,"CPA, entrepreneur; co-founder of U-N-I-Together, a non-profit 4 advocacy, svcs n resources 4 adults w/autism, parent of 5 sons",#webcamp - BLUF: Bottom Line UpFront! Get to the point people! UR missing this awesome FREE training: http://t.co/a782eSj6uO - 3 days FREE!,"San Antonio, Texas area",http://MainBigIdeaMastermind.com
102210876,2010-01-06 00:07:20 +0000,2013-03-11 22:23:47 +0000,17,0,1,76,47,leslieabrian,Leslie Brian,false,false,,"Win an amazing date night @SaisonSF: 20-course Chef’s Tasting Menu with wine pairings, courtesy of @Sosh http://t.co/7J5V7hUVVx",,
128286884,2010-03-31 17:41:35 +0000,2015-09-15 01:00:54 +0000,264,306,38,405,1328,LetsMoveLA,Let's Move LA,false,false,FAME Corporation (@FAMELosAngeles) in partnership with First Lady Michelle Obama's Let's Move Initiative.,"RT @Surgeon_General ""No matter your age, quitting smoking improves your health &amp; can add years to your life. http://t.co/rgyV9uLDmR""",Los Angeles,http://letsmovela.org
14548638,2008-04-26 17:24:41 +0000,2016-09-24 13:46:34 +0000,395,69,4,257,169,LexxyNoelle,scam hacker,false,false,hacked into my profile took picture of family member and don't follow,RT @ufc: RT to say Happy Birthday to @MaydayMcDonald! https://t.co/krZYR1DLhR,munich,
20537593,2009-02-10 19:30:38 +0000,2018-01-30 01:02:31 +0000,1580,519,5,666,152,licidi,A Dingsdale,false,false,"I run. I ride. I cook. I kayak. I pet cats. Dodgers, Clippers and Stanford Cardinal supporter. Obsessive Silicon Valley and GOT viewer.",Me and all Clippers fans right now re: Blake Griffin https://t.co/h606zvY0YM https://t.co/gdIiIRmNl9,"ÜT: 34.138905,-118.142108",
114635472,2010-02-16 03:28:19 +0000,2017-02-19 20:35:19 +0000,548,0,21,225,219,linastevens,Theresa Lina Stevens,false,false,"strategic marketing consultant, Stanford Technology Ventures Program, speaker, writer, mom, sailing fanatic, adoption advocate",Part 7 of What a Go-To Does Differently: Adapts https://t.co/PQnlRnbxTU https://t.co/y5I8LkSmlh,San Francisco Bay Area,
3032263434,2015-02-20 07:07:16 +0000,2017-04-30 10:55:42 +0000,862,3241,0,168,212,linlinliuliu,Lin-Lin Liu,false,false,fat cheeks tag team,RT @CaptainGenovia: true revenge on palo alto would be being emotionally healthy but my current revenge on palo alto is being a bad student,,
77693390,2009-09-27 08:26:21 +0000,2016-09-06 05:20:04 +0000,724,54,0,236,266,lintangadesy,lintang adesy gusti,false,false,,yok coba2 https://t.co/ndJbana7WK,surabaya,
44292587,2009-06-03 04:27:01 +0000,2018-01-14 23:20:13 +0000,6290,878,2780,95894,99282,LisaCollierCool,Lisa Collier Cool,true,false,"Bestselling author/award-winning journo. Past prez, #ASJA; mom of twins + 1, loves dogs, books & swimming.",".@verizon after 49 min on hold w/o getting a rep re my faulty setbox, and hanging up w/o any help, I am switching t… https://t.co/ZRtHKzOAbl","Westchester, NY",http://www.lisacolliercool.com
18780995,2009-01-08 21:50:17 +0000,2013-11-14 18:39:26 +0000,829,105,191,1408,2880,livelyarts,Stanford Lively Arts,false,false,Performing arts at Stanford are now presented/produced by Stanford Live. Follow @stanfordlive for up-to-date info!,Hi @livelyarts fans! @StanfordLive is now Stanford's official performing arts presenter. Be sure to update your feeds &amp; get the latest info!,"Stanford, CA",http://live.stanford.edu/
17213,2006-11-23 06:11:32 +0000,2018-01-31 03:43:00 +0000,7636,4519,90,1442,2475,LKonstan,Lee Konstantinou,false,false,Associate professor in @UMDEnglish. Editor at @LAReviewofBooks. Wrote dystopian novel POP APOCALYPSE & lit history COOL CHARACTERS: IRONY AND AMERICAN FICTION.,I already hate this response.,"Washington, DC",http://www.amazon.com/Cool-Characters-Irony-American-Fiction/dp/0674967887/
28372659,2009-04-02 16:53:02 +0000,2018-01-13 02:27:44 +0000,683,51,31,76,86,lmchow,Lisa Chow,false,false,Ex- analyst/fund mgr/mgmt consultant. Now 0D and business strategist. Tweets from California and beyond.,"RT @boonepickens: Only twice in my life have I walked off the job. Both times I had a plan, and this time is no different. https://t.co/PmT5Qh0I1Y",California,http://about.me/lchow
185806606,2010-09-01 21:57:35 +0000,2014-02-07 20:57:00 +0000,2303,20,52,539,8874,lmcoachofyear,Coach of the Year,true,false,"This program rewards one college football coach in each #NCAA division for their sportsmanship, integrity, responsibility, and excellence on and off the field.",Congrats to #Tennessee and Butch Jones for locking down a Top 5 recruiting class! Read how they did it:  http://t.co/OHFBpb41dZ,"Boston, MA",http://www.coachoftheyear.com/
75116582,2009-09-17 21:12:18 +0000,,2,1,0,114,70,lobedan,Derek Lobedan,false,false,,,San Francisco,http://www.facebook.com/lobedan
70917099,2009-09-02 08:39:17 +0000,2018-01-24 16:04:15 +0000,579,421,123,633,1958,LOGICOMIX,Logicomix,false,false,"Logicomix, an epic search for truth, by A. Doxiadis & C. Papadimitriou. A graphic novel about the foundational quest in mathematics, starring Bertrand Russell.",Comme plus de 260 000 Pages Facebook augmentez vous aussi vos mentions J'aime (fans/likes) avec les échanges sur... https://t.co/03ajFflmge,"Athens, Greece",http://www.logicomix.com
220246106,2010-11-27 05:43:01 +0000,2015-03-31 21:49:22 +0000,1179,345,25,571,873,lolosilver,Lolo Silver,false,false,polo-ing around the world,Let me style you!  Follow the link to sign up to receive a box of clothes picked out especially for you! @stitchfix  https://t.co/jXwLQYIyPy,"Long Beach, Ca",
47062369,2009-06-14 08:59:36 +0000,2018-01-31 16:39:32 +0000,48126,1875,374,639,8423,LombardiHimself,David Lombardi,true,false,49ers writer @TheAthleticSF. Formerly at ESPN. Contact: dlombardi@theathletic.com,49ers rookie evaluation: Ahkello Witherspoon and Adrian Colbert boosted the defense: https://t.co/q1khnMBQHZ,"San Francisco, CA",http://www.davidlombardisports.com
2839376287,2014-10-03 20:08:49 +0000,2015-01-09 06:07:02 +0000,43,1,0,147,53,LomitaBlog,Lomita Blog,false,false,The Stanford Daily's Arts and Culture Blog.,RT @BuzzFeedAndrew: Rachel @maddow with an excellent quote in the Stanford Daily on condoms in 1991 (article by @thejoelstein). http://t.co/wEpUEH7L0b,"Stanford, CA",http://www.stanforddaily.com/lomita
27210326,2009-03-28 10:50:23 +0000,,2,0,0,1,3104,londonlikes,LONDON,false,true,,,,
19232131,2009-01-20 11:39:34 +0000,2018-01-29 04:04:46 +0000,18329,413,285,2770,4232,loolwa,Loolwa Khazzoom,false,false,"Musician, writer, speaker, educator, public relations manager. Work featured in top media: NY Times, Rolling Stone, AARP, Marie Claire, Self, CNN, etc.","Hi not sure if I responded yet - was out of country, back now, sure here is my contact page https://t.co/3yO4VI1JB8 https://t.co/lrrWgkiOeJ",USA,http://www.loolwa.com
20136955,2009-02-05 10:48:04 +0000,2014-12-06 10:15:33 +0000,3939,6,240,4443,4069,Loraleeb,Lora Lee Boynton,false,false,"Author of Goodbye Mommy, 4 time survivor of cancer, super woman and mother of 4 boys!","Tips for parents #typhoon #RubyPH evacuation - http://t.co/r8ewl8SLMs via @operationsafe - reduce child trauma
⊕http://t.co/kYBeoW54Iy","East Sussex, UK",http://www.troubador.co.uk/book_info.asp?bookid=805
66777642,2009-08-18 19:42:07 +0000,2016-03-05 23:06:12 +0000,1078,1,101,2987,3328,LoriWelbourne,Lori Welbourne,false,false,Public safety activist for https://t.co/mt3AAEcDks and writer for syndicated newspaper column OnaBrighterNote.ca,Why is #DonCherry willing to risk the lives of others for dangerous pit bulls? @CoachsCornerCBC  https://t.co/vrb6QQYYhg via @theprovince,,http://www.LoriWelbourne.com
18950546,2009-01-13 19:55:22 +0000,2018-01-30 21:12:37 +0000,3647,28,107,508,2207,LosAltosChamber,Los Altos Chamber,false,false,The Mission of the Los Altos Chamber of Commerce is to encourage and promote businesses and to stimulate a vibrant economy in Los Altos and Los Altos Hills.,Do you support fenced-in Dog Parks and Off-Leash Hours for dogs at parks? Los Altos wants your input. https://t.co/FCcyBtJgdq,"Los Altos, CA",http://losaltoschamber.org/
15357143,2008-07-08 19:32:41 +0000,2018-01-31 18:07:36 +0000,16443,9626,1459,23974,26853,LouisColumbus,LouisColumbus,false,false,"Husband & Dad; Principal,IQMS; Forbes contributor;Enterprise Irregular;love to teach,write,hike & travel;baseball fanatic","RT @KirkDBorne: Using #BigData (unstructured data: web chats, emails, and social media) to create an Intelligent Customer 360… https://t.co/5PXOn2fQHT","Placentia, CA USA",http://www.linkedin.com/in/louiscolumbus
22705189,2009-03-04 00:17:08 +0000,2018-01-08 19:51:41 +0000,2392,639,158,4874,3223,LPFCH,LPFCH,false,false,Lucile Packard Foundation for Children's Health supports CA kids’ health & special health care needs. Flw us here & @kidsdata @StanfordChild,"RT @AmerAcadPeds: “Children didn't ask to be born, children don't ask to be sick. They're just doing the best they can and want to be… https://t.co/5KtZCQV1dA","Palo Alto, CA",http://www.lpfch.org
50829691,2009-06-26 00:06:49 +0000,2016-11-10 01:07:58 +0000,204,32,15,252,200,lrswartz,Lauren Swartz,false,false,"@BoxHQ, MS MS&E '12 @Stanford, lover of tech business, sales & marketing, nonprofits. Marathon runner & community volunteer",RT @levie: Quick thoughts on the election. https://t.co/2jPrfeLldM,"San Francisco, CA",
34233870,2009-04-22 10:04:41 +0000,2018-01-29 03:09:49 +0000,1044,986,76,267,2297,lsjumb,Stanford Band,true,false,"The One, The Only, The Truly Incomparable Leland Stanford Junior University Marching Band. Follow us all over the universe!","RT @Blovee_20: Honored to be this years recipient of the Lombardi award. Special thanks to the Lombardi Foundation, Family, and everyone else involved! ✊🏾","Stanford, CA",http://lsjumb.stanford.edu/
54352119,2009-07-06 22:15:48 +0000,,307,1001,4,227,94,lsliburd,..,false,true,,,,
9788862,2007-10-30 03:37:39 +0000,2015-01-27 14:59:41 +0000,348,16,1,130,175,lucasmoller,Lucas Möller,false,false,energy consulting enviro-conscious musixploring technophile,@Lowpolybot #minimal #flat #nograin http://t.co/iFl1wLwN7M,"Stanford, CA",
15574947,2008-07-24 01:18:40 +0000,2018-01-31 18:22:32 +0000,8056,1873,79,1512,1716,LuciaOrth,Lucia Orth,false,false,"Writer. First novel, Baby Jesus Pawn Shop, Nov 2008, Pub Weekly Starred Review. NPR says, Think Dr. Zhivago in SE Asia. // Attorney & Am Indian studies prof.",https://t.co/exwEiotYYh,Lawrence KS,http://luciaorth.wordpress.com/
1068611,2007-03-13 04:52:16 +0000,2018-01-31 01:50:35 +0000,1872,7052,39,1113,650,luiss,Luis,false,false,Mobile entrepreneur focused in helping startups build businesses internationally. ex Evernote and founder of other startups that were ahead of their time.,"RT @jasonlk: What I learned from 5 weeks in Beijing + Shanghai:

- startup creation + velocity dwarfs anything in SF
- no one in… https://t.co/UW2JHrmkVG","P.A., California",
34208286,2009-04-22 06:39:49 +0000,2017-10-03 06:26:56 +0000,39,14,3,355,224,Lydiary,Lydia,false,false,,Yes indeed. https://t.co/JP21lzjqw7,,
19100782,2009-01-17 04:22:28 +0000,,453,22,32,755,413,lyuda,Lyudmila Christie,false,true,Director of Web & Digital Media at Stanford GSE. Designer. Developer. Photographer. Academic Technologist.,,"Stanford, CA",http://ed.stanford.edu
7289792,2007-07-06 11:36:08 +0000,,1495,37,18,459,549,lyx906,XiaoYu@NYC,false,true,"政治，历史，传媒，互联网 
politics,history,media
#研究生在读 #国际关系 
#graduate students #international relations #movies",,New York City,
64543612,2009-08-10 23:01:31 +0000,2017-12-01 22:15:32 +0000,1789,4,90,648,1103,m_kalim,Mahira Kalim,false,false,IoT GTM @SAP. Passionate about the Internet of Things! https://t.co/J55poWZo90,"RT @elonmusk: This is nothing. In a few years, that bot will move so fast you’ll need a strobe light to see it. Sweet dreams… https://t.co/0MYNixQXMw",,
110502990,2010-02-01 19:44:31 +0000,2013-04-02 15:31:10 +0000,34,0,1,183,93,M_Shaw,Michael Shaw,false,false,"@Stanford, @MIT alum. Co-founder, @LUMakeASplash; Founder, @StanfordSPLASH.","Sometimes, the unnecessarily complicated is unnecessary: http://t.co/DZKA5QngsG",,
96512568,2009-12-13 08:19:59 +0000,2013-01-21 20:41:42 +0000,222,2,41,1382,769,mac_arthur_park,MacArthur Park,false,false,"MacArthur Park Restaurant
27 University Ave. 
Palo Alto, CA 94301","I posted 8 photos on Facebook in the album ""MacArthur Park Restaurant Palo Alto"" http://t.co/Jvsh3mQp","Palo Alto, California",http://www.macarthurparkpaloalto.com
68286136,2009-08-24 01:10:26 +0000,,307,18,6,193,215,maca_larco,Macarena Larco D.,false,true,,,"London, England",
14917003,2008-05-27 04:40:59 +0000,2018-01-25 03:41:19 +0000,1567,252,11,334,309,madbell,Maddy Bell,false,false,"@Stanford alum, Biz Dev Director @themarketingarm, expert napper.",@FO_wordofmuth True in real life too. But how bad do you want Daejon Davis' shoes?!,"Laguna Beach, CA",http://www.alcone.com
14098292,2008-03-08 01:14:37 +0000,2017-02-01 03:13:58 +0000,1800,308,8,383,164,madichan,madichan,false,false,Administrative wizard at Stanford School of Medicine. Karaoke enthusiast. Photography hobbyist. Queen of fremdschämen. Dreamkiller.,@CupcakeKarate OMG STILL?!,"Los Altos, CA",
137368816,2010-04-26 15:13:01 +0000,2018-01-31 18:29:20 +0000,1541,31,23,258,740,MadisonMisnomer,The Madison Misnomer,false,false,The official satirical newspaper of the University of Wisconsin-Madison. Like us on Facebook @ The Madison Misnomer,Area improviser promotes show with quirky Facebook post https://t.co/ES9RgvRryK https://t.co/9qJkusFpVg,"Madison, Wisconsin, U.S.A.",http://madisonmisnomer.com
14056632,2008-02-28 20:09:01 +0000,2018-01-31 08:31:29 +0000,8347,2529,244,3318,3671,MadLid,Lidija Davis,false,false,"Editor Techmeme, House Mother Mediagazer.",RT @mediagazer: Journalists who receive anything deemed classified by the government could face up to five years in prison under Au… https://t.co/CqtRwxAYht,Australia,http://techmeme.com/
16058253,2008-08-30 20:47:56 +0000,,5458,388,3,401,222,MagdaPuddle,Magdalena Kaluza,false,true,According to my roommate: biking and cory grindberg/josh stone's mutual favorite hobby.,,Bay area & MPLS BABAY,
19125090,2009-01-17 21:47:29 +0000,2018-01-29 19:20:00 +0000,6479,298,672,13099,19927,magentobi,Magento BI,false,false,A @Magento Company Offering Hosted Business Intelligence and Database Analytics.,RT @vaimoglobal: 5 reasons why @magentobi is vital to your business success https://t.co/aXLuB299tV #BI #businessintelligence,"Philadelphia, PA",https://magento.com/products/business-intelligence
128383655,2010-03-31 23:57:29 +0000,2018-01-04 02:55:12 +0000,748,9,19,189,135,makokhamj,joseph makokha,false,false,"Tech/UX designer, start-up entrepreneur, educator, traveler, cultural and political enthusiast.",Are we witnessing the death of democracy? This is a must read. Making China Great Again https://t.co/R8uqHyJqZB,Stanford,
177762637,2010-08-13 00:34:36 +0000,2015-09-25 03:04:56 +0000,126,1,1,115,36,malbertelli,Megan Albertelli,false,false,,@ctieu yeay congrats!,,
109636885,2010-01-29 19:00:17 +0000,2018-01-31 17:31:00 +0000,32900,2144,350,1994,10939,MaleSurvivorORG,MaleSurvivor,false,false,"We help men #heal 
Donate Today:  http://t.co/jxMyiMI6pf",Find out how @MaleSurvivor's HopeHealingSupport team can answer ?s abt male sexual abuse &amp; the healing process: https://t.co/0l4vtuwIzR,Wherever males are abused.,http://www.malesurvivor.org
92153415,2009-11-24 00:14:25 +0000,2018-01-17 01:31:31 +0000,2890,107,3,80,122,malloryullman,mallory ullman,false,false,eating too much in-n-out and watching too much reality tv.,@dakasler @dianalambert I went to eich when he was teaching there in 1996-1998 and he went to my church (LDS) and a… https://t.co/XxvbEzsAql,"san francisco, ca",
195833681,2010-09-27 17:51:26 +0000,2014-08-15 15:33:42 +0000,301,0,5,128,62,mangohat,Shannon,false,false,Full-time mom,"Cool! @BrandonVogt and @AveMariaPress are giving away TEN copies of ""Thérèse, Faustina, and Bernadette""  http://t.co/p6ebfocGR8",USA,
88799547,2009-11-09 23:56:22 +0000,2018-01-28 17:20:35 +0000,2719,441,9,2516,1089,mapspot,MapSpot,false,false,,RT @HillaryN2016N20: Ssh! #Covfefe https://t.co/GIHUJBFwoI,Third rock from the Sun!,
101915441,2010-01-05 01:13:15 +0000,2018-01-28 01:48:03 +0000,1358,883,5,456,154,MaraSallai,mara sallai,false,false,"Jornalista, brasileira, morando Redwood City, CA- Vale do Silicio.Criadora do blog Farol de milha. Co founder  https://t.co/rW0t5qmCIJ",@AppleSupport  no genius and no bar. Steve Jobs was the genius. The bar doesn’t have enough waiters.waiting  more t… https://t.co/vNVs2fWNrW,California,http://marasallai.wordpress.com
41278469,2009-05-20 02:41:53 +0000,2017-12-14 20:56:23 +0000,1077,185,25,1087,1113,margaretrawson,Margaret Rawson,false,false,"living in BK, working @dataminr · previously @WSJ and @Stanford ·",RT @patmcgroarty: The natural foods craze roils the island we all rely on for real vanilla: Madagascar https://t.co/LwAXTohWp5 @alexandrawexler,New York,
78619707,2009-09-30 14:51:06 +0000,2012-07-12 23:11:45 +0000,1022,0,7,318,180,maria_serret,Maria Serret,false,false,,By/ Aaron Moran. A project about collaborations @ZARA #Fashion #Films http://t.co/1bH3Pag8,madrid - san francisco ,
129567592,2010-04-04 18:46:10 +0000,2015-10-27 09:26:19 +0000,4,0,3,379,87,mariapasquale,Maria Pasquale,false,false,,"RT @boughtbymany: Our ""Next Generation"" service is featured in @facebook's new report on the data economy: https://t.co/0nLbcKQ0Xy https://t.co/yyCzG5B29U",,
55534050,2009-07-10 11:16:33 +0000,2009-09-25 05:36:54 +0000,72,0,1,1573,1353,mariathomas1909,Maria Thomas,false,false,,I have my postage stamps http://bit.ly/Nq3GO,,
17577786,2008-11-23 20:20:56 +0000,,79,1,0,564,77,maribel2008,maribel2008,false,true,,,"Sugar Land, Tx",
138985028,2010-05-01 05:57:46 +0000,2017-11-18 00:24:30 +0000,9,0,0,25,17,marieshifeng,Marie Shi Feng,false,false,,My mom made it to the flight! Thanks so much!,,
27555581,2009-03-30 01:40:15 +0000,2018-01-31 14:58:53 +0000,16068,6150,141,3513,2488,MarilynMann,Marilyn Mann,false,false,@CircOutcomes patient advisor. Raising awareness of familial hypercholesterolemia. BC survivor. @Walking_Gallery @UMich @UMichLaw #GoBlue #KnowFH #S4PM,"RT @statnews: BREAKING: Dr. Brenda Fitzgerald, Director of the Centers for Disease Control and Prevention, has resigned, accordin… https://t.co/dYOHNcefxd","Kensington, Maryland 20895",https://marilynmann.net/
47758416,2009-06-16 22:35:53 +0000,2018-01-31 18:22:16 +0000,49736,19404,340,4418,7211,marissaaevans,Marissa Evans,true,false,"Boom shakalaking on health/human services policy @TexasTribune. Cardigan aficionado. Web developer. Globetrotter. Baker. Love art, film + hot wings.",RT @juliehdavis: Gosh. And another one gone... https://t.co/tktXAE1sXu,"Austin, Texas & San Diego",http://www.marissaevans.com
19937101,2009-02-02 22:12:50 +0000,2017-08-26 17:08:40 +0000,446,53,6,1699,1210,MarjoriePowell,Marjorie Powell,false,false,"Intellectually curious fitness enthusiast (esp running), wine and food lover",Take me to Europe #mostwestcoast #tweetforatreat759,,
122574585,2010-03-13 05:03:20 +0000,2011-09-21 18:01:15 +0000,228,2,13,167,119,marketatmunger,The Market at Munger,false,false,"Your Stanford neighborhood market, located in Munger Graduate Residence, Jacobson-Sorensen Hall (Building 5, entrance on Nathan Abbott Way).","It's Sushi Wednesday @RussoCafe!!! Sushi & Sashimi, fresh, made-to-order by famed sushi chef Aoki Jiro. http://ow.ly/6AWNd #StanfordNSO","Stanford, CA",http://themarket.stanford.edu
130192267,2010-04-06 16:00:11 +0000,2012-09-25 01:29:17 +0000,171,0,11,387,239,MarketingFiend,Kristy Catsouphes,false,false,"Stanford MBA fascinated with #CPG, #DigitalMedia, #marketing, #branding, #SocialMedia, #Susty products, #CSR, healthy habits...and the #RedSox.",congrats @tristanwalker for your #19 ranking on the Root's 100! #GSB http://t.co/it8pE7ih,"Boston, MA",
35882908,2009-04-27 22:21:19 +0000,2018-01-31 18:13:23 +0000,20397,7847,62,2032,3419,markskogan,Mark Kogan,false,false,"Recovering attorney, filibuster nerd, Stanford fan, political junkie, and crisis comms guy living in DC.",RT @TheOnion: Neurologists Find Brain Still Shows Signs Of Self-Criticism Minutes After Death https://t.co/LFwJUw7KtA https://t.co/BWX0Sj2u4O,"Washington, D.C.",
245740404,2011-02-01 11:04:37 +0000,2018-01-31 01:21:23 +0000,9214,1101,33,2511,1542,MarwaFarag,مروة فرج,false,false,Egyptian abroad. Both versus and against. // Cover photo from @suzeeinthecity.,"RT @SulomeAnderson: Newsflash, @nikkihaley: the only people you're forcing to pay for Abbas's so-called ""disrespect"" to your boss are P… https://t.co/e6NUgxLimv",,
972651,2007-03-12 01:28:01 +0000,2018-01-31 18:21:02 +0000,278989,823,129595,2785,9823516,mashable,Mashable,true,false,Mashable is for superfans. We're not for the casually curious. Obsess with us.,This autonomous robot will make your building projects way easier https://t.co/UZQflSYhO1,,http://mashable.com
17228681,2008-11-07 09:03:57 +0000,2017-10-26 18:35:46 +0000,241,74,10,149,215,matt_bush,Matt Bush,false,false,"Airtable engineer, projection/light artist","RT @airtable: The time has come: premium calendar features are here, with record coloring, date ranges, and multi-date cals! 🎊📅 https://t.co/6ps99G0msV","San Francisco, CA",http://mattbu.sh
18221506,2008-12-18 18:43:42 +0000,2018-01-28 04:12:18 +0000,2024,16,81,1494,1952,matthew_bond,Matt Bond,false,false,"Long-time Youth Pastor & Coach, Founder of SixFifty Lacrosse. Johns Hopkins '95. Husband to Katie, dad to Greyson.","RT @NCAALAX: With the season on the horizon, check out our rankings of the most intense rivalries in men's lacrosse. Did we miss… https://t.co/wcW0XdyLKz",San Francisco Bay Area,http://sixfiftylacrosse.com
15957583,2008-08-23 15:08:55 +0000,2015-12-28 21:36:46 +0000,112,7,8,329,176,mattjgillespie,Matt Gillespie,false,false,,"Some thoughts, rattled off very quickly, after the Tamir Rice announcement this afternoon -- https://t.co/Oswl02NHSK",,
57827221,2009-07-18 02:19:19 +0000,2018-01-30 02:10:38 +0000,1697,180,189,1160,1379,MattMealiffeMD,"Matt Mealiffe, M.D.",false,false,"Medical geneticist & biotech exec.            Free time: the outdoors (esp. fishing, SUP, snowboarding), Stanford football and Warriors basketball.",Saddened to learn of the passing of Arno Motulsky - a great man who lived an amazing life https://t.co/hWsED43MLO,"Redwood City, CA",http://www.linkedin.com/in/mattmealiffemd
14313749,2008-04-06 02:28:54 +0000,2018-01-31 14:23:19 +0000,24618,468,916,1614,20182,mattwilsontv,Matt Wilson,false,false,"✈️Adventurer: @U30Experiences
🚀Co-founder @Under30CEO
👨‍💻Contributor HuffPo
🎤Host Live Different Podcast",Ultimate Guide to Choosing Flights via @nowhere_onearth https://t.co/9z3NXIOut8,Costa Rica,http://under30experiences.com
89990995,2009-11-14 18:24:42 +0000,,0,65,0,62,40,maxattackw,Max Wernecke,false,false,,,,
22333967,2009-03-01 05:03:01 +0000,,892,0,2,137,75,maximumintensit,jvj,false,true,,,,
35634064,2009-04-27 01:55:24 +0000,2018-01-26 21:36:40 +0000,1038,1063,0,278,91,maxlutton,Max Lutton🇺🇸,false,false,todo,Excuse me? https://t.co/qTASWfYFYY,,
25524382,2009-03-20 15:50:01 +0000,2012-06-01 02:49:48 +0000,1705,45,12,164,306,maxrobespierre,Max Robespierre,false,false,"I trade, travel, sport, feast; comment t'allez vous?",Who cleans Joe Arpaio when this AZ guniea wop shits his pants?,Versailles,
15329703,2008-07-06 01:46:08 +0000,,1634,124,356,200,2842,maxroper,Max Roper,false,true,"I take photos at concerts, play blues guitar, skydive, & ceo/cto @appetizepos.",,Los Angeles,http://maxroper.com
79102364,2009-10-02 05:17:43 +0000,2018-01-30 23:56:18 +0000,2646,6185,45,349,969,maybefriday,Tanya Breshears,false,false,"Designer, programmer, word-tinkerer. Founder of @curiousfictions. Work in @dailySF, @flashficmag, @MaudlinHouse. @Airbnb and @ZURB, once upon a time.","Now that's a use for science fiction stories I hadn't considered, but I like it 😄💫 https://t.co/mFdMmOdlTa","San Francisco, CA",http://www.maybefriday.com
91972218,2009-11-23 09:32:59 +0000,2012-09-29 03:48:32 +0000,218,162,3,496,76,MayorSacramento,Phillip Stephen,false,false,"Owlparrot CEO, hardware techy, visionary",@bridgetteturvey Rurveeeeeyyyyyy WOOLF!!,Stanford,http://owlparrot.com
124540289,2010-03-19 18:52:05 +0000,2018-01-20 23:56:35 +0000,895,128,527,1086,7582,mbmarklein,Mary Beth Marklein,false,false,Student of international higher education; U.S. correspondent for University World News,@masonglobal Making news in Hanoi! https://t.co/iPIXjxRCQH,,
15430042,2008-07-14 18:16:03 +0000,2018-01-30 18:45:23 +0000,4535,687,241,2810,2461,MBowmanMBA,MBowmanMBA,false,false,"GVP Digital Marketing & CX Executive, Speaker @ DreamForce, Ranked in top 20 CMO's in State. MBA, board member, lucky husband, proud dad. All views are mine.",“Digital disruption is shaping the auto industry“ https://t.co/ekEHCXyOpq,USA,http://www.linkedin.com/pub/matthew-bowman/7/7a1/6b3
206683071,2010-10-23 13:51:48 +0000,2018-01-30 16:27:38 +0000,652,131,24,125,1233,MCarnesSJ,"Matthew Carnes, SJ",false,false,"Director, Center for Latin American Studies; Associate Professor, Department of Government and Edmund A. Walsh School of Foreign Service, Georgetown University",RT @Georgetown: Jesuit Heritage Week at Georgetown includes events and activities focused on the work of the Jesuits around the wor… https://t.co/EkAaZ8lRHq,,https://sites.google.com/a/georgetown.edu/mec247/home
454099919,2012-01-03 16:36:02 +0000,2018-01-31 18:17:11 +0000,50684,9518,3648,1029,286781,McFaul,Michael McFaul,true,false,Professor.  https://t.co/DK5gWIaFX5,We expect nothing less. https://t.co/knvYuqT3f1,"Stanford, California",http://www.facebook.com/amb.mcfaul
30732368,2009-04-12 22:01:41 +0000,2018-01-12 12:03:28 +0000,1222,224,9,340,258,mchaitkin,Michael Chaitkin,false,false,"Health financing specialist @Results4Dev focused on HIV financing, health system reform, and universal health coverage. Views are my own.","RT @KatzOnEarth: Lot of folks, from the alt-right to @RichLowry, think they’re making a great argument in the president’s defense to… https://t.co/gLJrKD6fqZ","Washington, DC",
6273552,2007-05-23 22:50:33 +0000,2018-01-31 13:38:34 +0000,69352,37213,14410,69133,3707852,MCHammer,MC HAMMER,true,false,#OAKLANDFIGHTCLUB #THECHRONICLESOFBIGHAMM #KaliforniaGitDown #HereWeGoAgain #DubNation #RaiderNation #A's #JustUseMe #HereWeGoAgain #22Pills #ThinLine,https://t.co/TGisvTXwJY,Bay Area #GoldenState #Oakland,
14093339,2008-03-07 04:24:10 +0000,2018-01-31 17:28:54 +0000,61332,35299,462,5938,9595,mchris4duke,Chris Bourg,true,false,"Director of Libraries at MIT. Intersectional, queer, butch, lesbian, feminist. Working on my -isms. Freedom is indivisible AF. Tweets & opinions my own.",@tressiemcphd I can hook you up. Shhh,Cambridge MA,http://chrisbourg.wordpress.com/
31014586,2009-04-14 01:10:55 +0000,2018-01-23 20:48:22 +0000,593,126,0,52,47,McKeekers,Kiana,false,false,Wah Wah,@kobebryant nominated for an Oscar 😍,"San Francisco, CA",
18324350,2008-12-23 02:40:04 +0000,,666,339,5,352,110,mdojeda,mdojeda,false,true,,,"San Francisco, CA",http://linkedin.com/in/mdojeda
